indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
eversex,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_024,162,429,269.74897371573195,0.5555482027934517,0.03266031600773437,0.49096643457534245,0.6183063538680782
sex12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_024,162,429,269.74897371573195,0.44946490301326675,0.03438302543588767,0.3833926189388058,0.5173697652031753
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_024,162,429,269.74897371573195,0.25344980531001393,0.030834583960005765,0.197864153468053,0.31845158434686444
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_024,162,429,269.74897371573195,0.19601509770325282,0.0238786106762155,0.15337607255888216,0.24704891423384065
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_024,162,429,269.74897371573195,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_024,162,429,269.74897371573195,0.03990340099210208,0.014165816286221485,0.01973782252226904,0.07901097546580751
eversex,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_019,136,236,158.4036939870173,0.2713606831820082,0.04135105062696864,0.19819288862759984,0.3594314596174599
sex12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_019,136,236,158.4036939870173,0.23766593877782555,0.03838381433396428,0.17069010693441672,0.3207573839022521
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_019,136,236,158.4036939870173,0.06581800617326711,0.01936218130033667,0.036615598451063894,0.11551782856755682
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_019,136,236,158.4036939870173,0.1718479326045584,0.03607230615538852,0.11210965277274114,0.2543011146680513
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_019,136,236,158.4036939870173,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y015_019,136,236,158.4036939870173,0.014715672266213054,0.011860532525204508,0.002996522807255717,0.0690912814471902
eversex,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y020_024,114,193,115.58213011615841,0.8588315544257733,0.0338091751492791,0.7788642482326755,0.9131071885670266
sex12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y020_024,114,193,115.58213011615841,0.6754955880813671,0.05442595344814362,0.5613158043430782,0.7720267833692812
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y020_024,114,193,115.58213011615841,0.45368942523702377,0.05014007834972903,0.3584110952818652,0.5524853437709191
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y020_024,114,193,115.58213011615841,0.22180616284434343,0.03920098436488343,0.15442628276533313,0.3078808941803789
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y020_024,114,193,115.58213011615841,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y020_024,114,193,115.58213011615841,0.06678360600053385,0.021209946136591173,0.03542758290509116,0.12237119373428715
eversex,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y025_029,142,278,162.95023262323966,0.9818154056962182,0.009072851830614102,0.9522491834204725,0.9932055160485089
sex12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y025_029,142,278,162.95023262323966,0.8385646954938103,0.03309152097304906,0.7628707626547743,0.8934704821467477
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y025_029,142,278,162.95023262323966,0.640848928858387,0.04885240446508162,0.5406707173525372,0.7300858494722954
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y025_029,142,278,162.95023262323966,0.19771576663542334,0.03557876645678921,0.1370223962451268,0.27667390098873834
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y025_029,142,278,162.95023262323966,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_4,Central,all,female,Y025_029,142,277,162.1654856061615,0.05276613491226316,0.019252175275045424,0.025515523356671038,0.10595598193896077
eversex,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_024,191,698,397.3765006561759,0.5973245453851551,0.02734878990926063,0.5427641525555664,0.6495777792311662
sex12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_024,191,699,398.30978937984634,0.5250902689885939,0.028978422166827847,0.4682142400903079,0.5813227120284147
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_024,191,699,398.30978937984634,0.34795433425030553,0.02488240582815328,0.30090443833441427,0.3981709518910507
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_024,191,699,398.30978937984634,0.17713593473828831,0.023621232649671572,0.1354625431756767,0.22824496821306098
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_024,191,699,398.30978937984634,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_024,191,699,398.30978937984634,0.08014190967298446,0.015945035781819335,0.05394429975009064,0.11748226180022775
eversex,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_019,152,368,211.15875273037753,0.3376684158879815,0.03572940087813591,0.27154067743079413,0.41081820334062685
sex12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_019,152,368,211.15875273037753,0.2785662954008561,0.036366866795121196,0.2131136716345427,0.3550507905429911
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_019,152,368,211.15875273037753,0.15228871566613622,0.024585360799034728,0.11007063189308694,0.20693440714099107
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_019,152,368,211.15875273037753,0.1262775797347199,0.029963057496337733,0.07823643493835086,0.19749779759584193
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_019,152,368,211.15875273037753,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y015_019,152,368,211.15875273037753,0.0432982674123724,0.015455848090209657,0.021317558251061075,0.08595295339764561
eversex,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y020_024,158,330,189.67498669131038,0.8372267051937167,0.030044796100182736,0.7695247545876744,0.8879373709172045
sex12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y020_024,158,331,190.65082566538385,0.7514795911714759,0.03374400530546914,0.6796985563714079,0.8116322731148308
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y020_024,158,331,190.65082566538385,0.5276391175235206,0.04295294720629884,0.44346584122712196,0.6102697747483229
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y020_024,158,331,190.65082566538385,0.22384047364795542,0.03212715988376598,0.16716418893196844,0.29297290180463476
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y020_024,158,331,190.65082566538385,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y020_024,158,331,190.65082566538385,0.1139763764663732,0.024836379226839955,0.07359156451703841,0.17239894027067354
eversex,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y025_029,160,335,208.02573435502504,0.9656791417670743,0.012077555979069392,0.9323178627617791,0.9828979199942223
sex12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y025_029,161,336,208.60270534722,0.8795338047175197,0.021193592105573745,0.8314556043547131,0.9152946236937571
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y025_029,161,336,208.60270534722,0.7619814656069779,0.030516991139600776,0.6971548346390578,0.8165822809376188
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y025_029,161,336,208.60270534722,0.11755233911054191,0.02537467216523285,0.07619189915342774,0.17706178420164154
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y025_029,161,336,208.60270534722,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_1,Coast,all,female,Y025_029,161,336,208.60270534722,0.09096440667101516,0.020993705400686385,0.05735006343475417,0.14132711528782374
eversex,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_024,252,870,514.3257238825247,0.5365393418641015,0.02730188097293089,0.4828133593631053,0.5894302187501176
sex12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_024,252,871,514.5503313065738,0.44103140913581285,0.025302373161444115,0.39218373746840574,0.49104790984080965
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_024,252,871,514.5503313065738,0.30460121081330604,0.02555192073541241,0.2569438623024435,0.3568528225648606
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_024,252,871,514.5503313065738,0.13643019832250683,0.017034219824988307,0.10634443944103023,0.17337617616509746
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_024,252,871,514.5503313065738,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_024,252,869,513.7694179532033,0.03260222153880137,0.007954260453767615,0.02014329165174444,0.05235544073317736
eversex,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_019,209,478,295.2910893281784,0.2776333725896304,0.036120199610380106,0.21261628437068295,0.3536036765578681
sex12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_019,209,478,295.2910893281784,0.19399970918921766,0.027701060334926895,0.14536207251592004,0.2540732742640374
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_019,209,478,295.2910893281784,0.08096351467435044,0.01573634070287871,0.055001017347290945,0.11765544433977129
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_019,209,478,295.2910893281784,0.11303619451486724,0.02467647074664941,0.07293219312477943,0.17112208251901354
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_019,209,478,295.2910893281784,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y015_019,209,477,294.63861001874756,0.014305415797158091,0.0072054387723788135,0.005302594784958499,0.0380092812080401
eversex,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y020_024,206,392,220.40904607798944,0.8492066950859037,0.02161121631895263,0.8018056608997978,0.8868706122191266
sex12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y020_024,206,393,220.62229229897048,0.7392059752794365,0.029820758185489973,0.6767035332610389,0.7933155556175983
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y020_024,206,393,220.62229229897048,0.5745385226401225,0.03459651088684498,0.5057488037888326,0.6405585547931734
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y020_024,206,393,220.62229229897048,0.164667452639314,0.024689996078186536,0.12177723460506296,0.21889849883540727
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y020_024,206,393,220.62229229897048,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y020_024,205,392,220.47858390283102,0.05466375880787657,0.013604808106981258,0.03336396275109834,0.08831908952588845
eversex,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y025_029,217,477,260.0633932530412,0.9722674809583134,0.009844352511181603,0.9448746194328743,0.9862464392516901
sex12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y025_029,217,482,262.2659733092834,0.8896409297131648,0.01742551277591589,0.850587137658074,0.9194534185298839
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y025_029,217,482,262.2659733092834,0.771732577175672,0.024247066603315735,0.7207829172259472,0.8157616661991198
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y025_029,217,482,262.2659733092834,0.11790835253749274,0.020201379956829708,0.08370207686565935,0.1635977680085061
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y025_029,217,482,262.2659733092834,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_3,Eastern,all,female,Y025_029,217,482,262.2659733092834,0.07638351646504496,0.018611397308923788,0.04699478126082084,0.12180190558613102
eversex,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_024,53,161,143.90674177979284,0.7747363917619431,0.03434885202776934,0.7004608150914923,0.8349343553350168
sex12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_024,54,162,144.87644336113857,0.6682646043848562,0.04358902243945367,0.5780979907663479,0.7475754438591462
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_024,54,162,144.87644336113857,0.37191215887859536,0.03813782864338028,0.30068934636408534,0.44916938944463036
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_024,54,162,144.87644336113857,0.2963524455062609,0.04423239260404713,0.21747005247966944,0.38960205345830345
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_024,54,162,144.87644336113857,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_024,54,162,144.87644336113857,0.02392893721016456,0.0122664677773899,0.00868189041353871,0.06421808256771933
eversex,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_019,34,57,53.07842077528326,0.4534273495574348,0.08532836900839737,0.296994928595357,0.6196315606511312
sex12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_019,35,58,54.06510166710549,0.35453636064308947,0.06986133625422726,0.23191953845645408,0.4997970153294588
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_019,35,58,54.06510166710549,0.16736787962903096,0.057955120988431946,0.08169740887259241,0.3123210049014209
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_019,35,58,54.06510166710549,0.1871684810140585,0.051130823800576805,0.10647826399064854,0.3079332100008557
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_019,35,58,54.06510166710549,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y015_019,35,58,54.06510166710549,0.027849344631191413,0.027597820553852945,0.003870074219444146,0.17439426768963354
eversex,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y020_024,47,104,91.16802551558828,0.9436310078868613,0.021065121932381158,0.88509845053888,0.973247454934846
sex12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y020_024,47,104,91.16802551558828,0.8359201255709494,0.03801840939958429,0.7474205091468857,0.8976569422732634
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y020_024,47,104,91.16802551558828,0.4812200660475987,0.050133763069742605,0.38491171007197833,0.5789444243103521
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y020_024,47,104,91.16802551558828,0.3547000595233507,0.059759993053235476,0.247839820708191,0.4783338875306303
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y020_024,47,104,91.16802551558828,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y020_024,47,104,91.16802551558828,0.021833882134488624,0.013144653201986099,0.006636500610916834,0.06940138735076659
eversex,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y025_029,51,126,113.286038357975,0.9766781199490396,0.013848955532674288,0.9271093657243696,0.9927997908211958
sex12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y025_029,51,127,114.28169780186406,0.8921420065382826,0.029449698714523808,0.8194994482828823,0.9377695482319626
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y025_029,51,127,114.28169780186406,0.6182639307599508,0.041129470118525246,0.5350992430135706,0.6950304454573406
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y025_029,51,127,114.28169780186406,0.27387807577833173,0.0371634959094479,0.20729603523758078,0.3523403132512085
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y025_029,51,127,114.28169780186406,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_8,Nairobi,all,female,Y025_029,51,128,114.70284817934179,0.038128896039431835,0.01562566465092724,0.016907202502462512,0.08371937358971324
eversex,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_024,84,276,173.5933737164243,0.41826333094538076,0.04211561144206263,0.33868655624780425,0.5023348601794
sex12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_024,84,278,175.07392756709135,0.35126379976035743,0.0467628120212538,0.26586712371678684,0.44737464536811805
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_024,84,278,175.07392756709135,0.3451963975592583,0.04682667176133809,0.25994443375417126,0.4417195474998461
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_024,84,278,175.07392756709135,0.006067402201099149,0.004662719196301816,0.0013394710953014207,0.02703179518249274
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_024,84,278,175.07392756709135,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_024,84,279,175.62771929867063,0.006726186786570527,0.005234467981402565,0.0014559868077853243,0.030490307396268446
eversex,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_019,70,168,106.80980546504047,0.24582611077223482,0.03996490601174616,0.1760271700707234,0.33214534869468965
sex12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_019,70,168,106.80980546504047,0.19653906912815322,0.041302992110301626,0.12778225650145655,0.2899919296050549
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_019,70,168,106.80980546504047,0.19370972204878906,0.041334750592005094,0.12512276183745402,0.2875366995517736
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_019,70,168,106.80980546504047,0.0028293470793641583,0.002831266444064221,3.967789182997224e-4,0.019878896530735428
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_019,70,168,106.80980546504047,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y015_019,70,168,106.80980546504047,0,0,,
eversex,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y020_024,65,108,66.78550290768992,0.6959418413773394,0.05218119865598876,0.5853389367647819,0.787741415816054
sex12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y020_024,65,110,68.27170463045559,0.5966210417048982,0.06847100742298011,0.4585403375358087,0.7209203956513981
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y020_024,65,110,68.27170463045559,0.5854188412676861,0.06902349178046217,0.44711269879630816,0.7114549985979141
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y020_024,65,110,68.27170463045559,0.011202200437212087,0.011180447148467351,0.0015643814863218549,0.07571388364287304
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y020_024,65,110,68.27170463045559,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y020_024,66,111,68.82963260228668,0.017340330835618468,0.013098582713407587,0.0038960977487155274,0.07374205526683851
eversex,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y025_029,79,168,105.76745029278744,0.9335257157015612,0.0212113351022211,0.8778486107853517,0.9648413733630012
sex12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y025_029,79,171,107.87158591523162,0.816695648648777,0.034492763307201746,0.7393378592687608,0.8749778123153089
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y025_029,79,171,107.87158591523162,0.804528268328192,0.037330595725854315,0.7210324892587902,0.8676216690261848
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y025_029,79,171,107.87158591523162,0.012167380320584873,0.008499681987061518,0.003070690910475028,0.04694338483372192
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y025_029,79,171,107.87158591523162,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_2,North Eastern,all,female,Y025_029,79,172,108.17784920285295,0.011822392986204274,0.005810862069345887,0.004492959918023394,0.03073924434650729
eversex,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_024,196,776,586.7718220885589,0.660541468036443,0.021037903436086778,0.6181765412557394,0.7004833292399316
sex12m,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_024,196,778,588.3073431446493,0.5308808833501422,0.02130163494319993,0.48901170336802446,0.5723197921511913
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_024,196,778,588.3073431446493,0.34733604083831193,0.022215241709596927,0.30516120120509915,0.39205087077866574
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_024,196,778,588.3073431446493,0.18354484251183023,0.01711986001997563,0.1523324612755148,0.2194965181923914
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_024,196,778,588.3073431446493,0,0,,
sti12m,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_024,196,774,584.9074736733497,0.03429860610318716,0.00718119319088752,0.022694254431209555,0.05152383478415352
eversex,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_019,174,422,326.7846006438541,0.44057117939628293,0.0294498837965256,0.3838980148106449,0.49883675695356944
sex12m,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_019,174,422,326.7846006438541,0.2976562064129927,0.02520770304281968,0.2507131029964684,0.34929147664726473
sexcohab,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_019,174,422,326.7846006438541,0.10002604947524628,0.015065009086295808,0.07412848386860814,0.13366503161500828
sexnonreg,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_019,174,422,326.7846006438541,0.1976301569377464,0.024256794935735126,0.1543363364526595,0.24948571427775582
sexpaid12m,KEN2014DHS,CY2014Q3,KEN_1_7,Nyanza,all,female,Y015_019,174,422,326.7846006438541,0,0,,
